"mqtt_topic","mqtt_json_path","device","tag","yard_tag","target_type","terminal","cabinet","system","description","unit","precision","data_type"
"marpower/250000-fresh-water","coldwater_guest_cabin_ps_aft_flow","KEB1","COLDWATER_GUEST_CABIN_PS_AFT_FLOW","250010037_35","Float","4","+CB.1","250000 FRESH WATER","Flow Sensor Guest Cabin PS Aft Cold Water","l/min",,"REAL"
"marpower/250000-fresh-water","hotwater_master_cabin_sb_flow","KEB1","HOTWATER_MASTER_CABIN_SB_FLOW","250010037_40","Float","1","+CB.1","250000 FRESH WATER","Flow Sensor Master Cabin SB Hot Water","l/min",,"REAL"
"marpower/250000-fresh-water","coldwater_master_cabin_sb_flow","KEB1","COLDWATER_MASTER_CABIN_SB_FLOW","250010037_37","Float","2","+CB.1","250000 FRESH WATER","Flow Sensor Master Cabin SB Cold Water","l/min",,"REAL"
"marpower/250000-fresh-water","hotwater_master_cabin_ps_flow","KEB1","HOTWATER_MASTER_CABIN_PS_FLOW","250010037_42","Float","3","+CB.1","250000 FRESH WATER","Flow Sensor Master Cabin PS Hot Water","l/min",,"REAL"
"marpower/250000-fresh-water","coldwater_master_cabin_ps_flow","KEB1","COLDWATER_MASTER_CABIN_PS_FLOW","250010037_39","Float","4","+CB.1","250000 FRESH WATER","Flow Sensor Master Cabin PS Cold Water","l/min",,"REAL"
"marpower/250000-fresh-water","hotwater_lazaret_flow","KEB1","HOTWATER_LAZARET_FLOW","250010037_43","Float","1","+CB.1","250000 FRESH WATER","Flow Sensor Lazaret Hot Water","l/min",,"REAL"
"marpower/250000-fresh-water","coldwater_lazaret_flow","KEB1","COLDWATER_LAZARET_FLOW","250010037_41","Float","2","+CB.1","250000 FRESH WATER","Flow Sensor Lazaret Cold Water","l/min",,"REAL"
"marpower/250000-fresh-water","coldwater_water_softner_flow","KEB1","COLDWATER_WATER_SOFTNER_FLOW","25001124","Float","3","+CB.1","250000 FRESH WATER","Flow Sensor Water Softner Cold Water","l/min",,"REAL"
"marpower/250000-fresh-water","hotwater_main_tech_space_flow","KEB1","HOTWATER_MAIN_TECH_SPACE_FLOW","25001123_1","Float","4","+CB.1","250000 FRESH WATER","Flow Sensor Main Technical Space Hot Water","l/min",,"REAL"
"marpower/250000-fresh-water","coldwater_main_tech_space_flow","KEB1","COLDWATER_MAIN_TECH_SPACE_FLOW","250010037_1","Float","1","+CB.1","250000 FRESH WATER","Flow Sensor Main Technical Space Cold Water","l/min",,"REAL"
"marpower/250000-fresh-water","coldwater_main_tech_space_fr45_flow","KEB1","COLDWATER_MAIN_TECH_SPACE_FR45_FLOW","25001123_2","Float","2","+CB.1","250000 FRESH WATER","Flow Sensor Main Technical Space FR45 Bilge Area Cold Water","l/min",,"REAL"
"marpower/250000-fresh-water","tank_1_fr_45_ps_level","KEB1","FRESH_WATER_TANK_1_FR_45_PS_LEVEL","25001019_1","Float","3","+CB.1","250000 FRESH WATER","Level Sensor Fresh Water Tank 1 FR 45 PS","4-20mA","2","REAL"
